,TREFHT_global,TREFHT_abs,TREFHT_abs_std,TREFHT_RMS,TREFHT_RMS_std,TREFHT_mod,TREFHT_exa,TREFHTMX_global,TREFHTMX_abs,TREFHTMX_abs_std,TREFHTMX_RMS,TREFHTMX_RMS_std,TREFHTMX_mod,TREFHTMX_exa,P-E_global,P-E_abs,P-E_abs_std,P-E_RMS,P-E_RMS_std,P-E_mod,P-E_exa,PRECTMX_global,PRECTMX_abs,PRECTMX_abs_std,PRECTMX_RMS,PRECTMX_RMS_std,PRECTMX_mod,PRECTMX_exa,PRECT_global,PRECT_abs,PRECT_abs_std,PRECT_RMS,PRECT_RMS_std,PRECT_mod,PRECT_exa
0.2,3.239256890580422,4.18588277778501,5.975571999130212,4.4669188008327705,6.118246643226059,1.0000000000000002,0.0,3.1215249529852644,4.246614155375334,3.144882294108848,4.7613835122015695,3.632513064872101,0.9982970989808779,0.0,-0.01824989935483498,0.1639913338825306,0.47256761380058104,0.3253248665092548,0.6862284583684315,0.07146271131984586,0.0,25.690286203482867,23.252202720579593,0.6782302538668276,29.761217895512885,0.8115382230197122,0.037133562748261864,0.0,0.17150706210223157,0.30264311081212264,0.9622445148111747,0.4399708619638688,1.282098569515835,0.3288445173748179,0.00021804373816138685
0.21,3.199354770949458,4.1320895724986615,5.897889379093071,4.410478408147491,6.0389595120664845,1.0000000000000002,0.0,3.0806942622811917,4.187801951748037,3.1016223632606414,4.701792291647453,3.5853696491665965,0.9984069229757544,0.0,-0.017895780347335122,0.16237185810757118,0.4673941534260721,0.3222211559865752,0.6779907810521727,0.08250594603382405,0.0,25.30552879825217,22.925395396757263,0.6689282861729038,29.366594809334913,0.8009069777037884,0.04979538451826463,0.0,0.16821888017414782,0.29896535984487327,0.9499626423438,0.4348837190951671,1.2655913676829753,0.3540931476273629,0.00032697636076317653
0.22,3.159452589062467,4.078296309570527,5.8202066788198765,4.354050255308417,5.959685507279156,1.0000000000000002,0.0,3.0398635307409925,4.128989680687784,3.0583623889246856,4.64226537415733,3.5382455797887817,0.9984945133819403,0.0,-0.017541658362923526,0.16076487784317156,0.4622521417833008,0.3191346473335225,0.6697904401975138,0.09215481917148831,0.00021706673700270265,24.920770926163694,22.598924816269786,0.6596324467659656,28.972614087266106,0.7902898937847668,0.06559676646227824,0.0,0.1649306926089609,0.2952959988750431,0.9376994015958555,0.4298171006733493,1.2491162726368137,0.3787646439160445,0.00032697636076317653
0.23,3.1195504109017964,4.024503034156065,5.742523966399132,4.2976348864712435,5.880425242585194,1.0000000000000002,0.0,2.9990327947024187,4.070177408168386,3.015102401540842,4.582805330511635,3.4911416647732647,0.9986044861764458,0.0,-0.017187536626270917,0.15916675846225556,0.4571366130379937,0.3160658202337817,0.6616288198555815,0.10168431734225128,0.00024915858154765105,24.536013029663177,22.272784351527715,0.6503448493845579,28.57930290083699,0.7796875571814565,0.08193693819522045,0.0,0.16164250605141275,0.2916392498911714,0.9254703062835622,0.4247717569542344,1.2326746002966684,0.3960174653307754,0.00043688952806239805
0.24,3.0796483106142634,3.9707098675305725,5.6648414177457935,4.24123292724939,5.801179448223919,1.0000000000000002,0.0,2.9582021315527736,4.011365263594333,2.9718425064272145,4.52341492902171,3.4440588496800406,0.9990225560419406,0.0,-0.016833416057273006,0.15758085954931192,0.4520525430460632,0.3130152195743821,0.6535073722866344,0.11057936857496498,0.00034962770938071306,24.151255723168564,21.946854639794378,0.641063087535766,28.18668978530326,0.7691005974519399,0.10276854097473363,0.0,0.15835432564491472,0.28799421363620914,0.9132678695211982,0.41974844890172747,1.216267730190607,0.4134770467268305,0.000450480307638366
0.25,3.039746128072318,3.916916586001517,5.58715867957922,4.18484469869653,5.721948357678716,1.0000000000000002,0.0,2.917371391920836,3.95255297615342,2.9285825206714455,4.464096680823281,3.3969978370366807,0.9994508799159902,0.0,-0.016479295034342426,0.1560110310434091,0.44701165289082584,0.3099833606569301,0.6454275990736841,0.11924287169139243,0.0007205350180474258,23.766497819353027,21.621319728080948,0.6317881072874862,27.794803338162122,0.7585296282869877,0.122940782080097,0.0,0.15506613885698514,0.2843619303128855,0.9010932180090314,0.41474797317056733,1.1998970377769949,0.4288250945087667,0.000450480307638366
0.26,2.9998440057722013,3.863123393722416,5.509476092604983,4.128470964701817,5.6427329571366585,1.0000000000000002,0.0,2.876540717638731,3.893740789543496,2.8853226062730473,4.404853743247327,3.349959705315765,0.9995607931923038,0.0,-0.01612517338751507,0.1544552573137167,0.4420105078613417,0.3069708301436397,0.6373911162870343,0.12792679762378875,0.0007205350180474258,23.381740528849267,21.296097748600396,0.6225183719721163,27.403675681712105,0.7479753551901905,0.14448278328363168,0.0,0.15177795630844468,0.2807404177472115,0.8889458159414113,0.4097711784314005,1.1835640682515722,0.44303329836671723,0.0007953953480990326
0.27,2.959941773415721,3.8093300486084845,5.431793277204487,4.072112077156439,5.563533510649724,1.0000000000000002,0.0,2.8357099189825905,3.834928422738691,2.8420625523480108,4.3456889146881466,3.3029452038255487,0.999780203210618,0.0,-0.015771051656533516,0.15291474608612457,0.4370488928011566,0.30397816347333156,0.6293995355852454,0.13603803457015506,0.0009967225519989637,22.996982061568517,20.971448904488508,0.6132587816561578,27.013338124729863,0.7374384514037275,0.16568241466406716,0.0,0.14848976506540507,0.2771355103783677,0.8768356501118609,0.4048189100458384,1.167270339513716,0.45688004715773556,0.0008473888960654642
0.28,2.920039657874783,3.755536864837869,5.354110693880146,4.015768997057316,5.48435119430379,1.0000000000000002,0.0,2.7948792558761597,3.7761162666218837,2.7988026560578105,4.286605816102757,3.25595566126447,0.999780203210618,0.0,-0.015416931381636512,0.1513855593036033,0.4321179047827462,0.3010059854175544,0.621454647173739,0.14451491629056304,0.001213805965658774,22.6122247340598,20.647228795549264,0.6040073189007502,26.623827719740973,0.7269197314212471,0.1902251264493599,0.0,0.145201582537195,0.2735451128157459,0.8647595355437006,0.3998921181844582,1.1510176188449879,0.4687246226913214,0.0012392632273513823
0.29,2.8801375373515214,3.701743667611778,5.276428092614698,3.9594422117972523,5.405186500739853,1.0000000000000002,0.0,2.7540485791662226,3.7173040910527253,2.755542744175104,4.227607652388083,3.2089920080397274,0.999780203210618,0.0,-0.015062810628293207,0.14987184641989562,0.42722796087301684,0.2980548950766766,0.6135582277592708,0.15283501937429178,0.001662666620872217,22.22746750935654,20.323458341662697,0.5947632650783448,26.235180377206248,0.7164199693816242,0.21377657340921413,0.0,0.14191340227407379,0.2699687766888798,0.8527195759816397,0.3949917340425259,1.1348076097994697,0.4775271102721743,0.0012392632273513823
0.3,2.840235294181741,3.6479503290785256,5.198745288767843,3.9031322841755793,5.326040021471128,1.0000000000000002,0.0,2.713217768698996,3.6584917400256676,2.712282710712832,4.16869785917385,3.1620552794339742,0.999780203210618,0.0,-0.014708689293292537,0.14837122455702478,0.4223726332745279,0.29512551841329193,0.6057121623212948,0.16077322285004747,0.0019210524843026027,21.842708941467713,20.000326165402118,0.5855302560672534,25.84743336725343,0.7059399739314421,0.23687616085135124,0.0,0.13862521028743047,0.26641448586358674,0.8407261348144547,0.3901187427445918,1.1186421180487878,0.4864853985568315,0.0013453050287184954
0.31,2.8003331963088183,3.5941571375568904,5.121062693752475,3.8468402788363742,5.2469130215259465,1.0000000000000002,0.0,2.6723871070704157,3.599679567647929,2.669022808209318,4.10988060865052,3.115146966135602,1.0000000000000002,0.0,-0.014354568136321074,0.1468847731075621,0.41755536352466316,0.29221853526911074,0.5979184756388259,0.17000936333582023,0.0021537297136323807,21.45795169045291,19.678130270858464,0.5763163781745407,25.46063041976661,0.6954807076477734,0.25938386090803633,0.0,0.1353370287949852,0.26288147698808145,0.8287747154323815,0.3852742135700712,1.1025232192643288,0.4971640622834917,0.0013453050287184954
0.32,2.76043108052535,3.5403639530890114,5.043380112417243,3.7905668213557964,5.167806160314974,1.0000000000000002,0.0,2.63155643789217,3.5408674110755807,2.625762911391722,4.051159751939301,3.0682682164288853,1.0000000000000002,0.0,-0.014000448255107805,0.14541363834429663,0.4127800588993849,0.2893345919515625,0.5901792058027241,0.17987968925716039,0.002356616360817219,21.07319441577291,19.356559419429605,0.5671152444380011,25.074814339358237,0.6850430834227081,0.2844125745472051,0.0,0.1320488475903881,0.2593637760227398,0.8168579991402496,0.3804592102602628,1.0864529183223652,0.5057549342516853,0.001823016128877483
0.33,2.7205288342376264,3.4865705869821992,4.965697262792914,3.7343125700277273,5.088720117551264,1.0000000000000002,0.0,2.5907256429449075,3.48205503527553,2.582502854352518,3.992539332024653,3.0214202570095665,1.0000000000000002,0.0,-0.01364632539182261,0.14396487728184493,0.40805471492668133,0.28647439170338396,0.5824965240044352,0.18661944923548385,0.0027728443731642777,20.68843589126316,19.03590595659028,0.5579296235699188,24.69002953668334,0.6746280740025372,0.3054096141169644,0.0,0.12876065668671877,0.2558600254403071,0.8049799593055905,0.37567485836513254,1.0704333623463966,0.5135595380224959,0.002039637495948839
0.34,2.6806267224483693,3.4327774100183586,4.888014688796189,3.6780787903726835,5.009656432713068,1.0000000000000002,0.0,2.549894970819623,3.4232428591485626,2.539242939087903,3.9340242366830434,2.974604852120768,1.0000000000000002,0.0,-0.0132922044482849,0.14252988518506432,0.40337054414688517,0.28363866433011153,0.5748727348809596,0.19551924238222734,0.0031558510845516212,20.30367864204487,18.716027831861318,0.5487603182118966,24.306328223661964,0.6642368135569575,0.3286239951734524,0.0,0.1254724749743469,0.25236924066610283,0.7931368381239132,0.37092238743703027,1.0544669626667849,0.5209149911814192,0.002256613867607257
0.35,2.640724592901256,3.378984203962932,4.810332068192368,3.6218662079686643,4.930615842028109,1.0000000000000002,0.0,2.5090642690486122,3.3644306260147676,2.4959829832168974,3.8756189931947604,2.92782337956923,1.0000000000000002,0.0,-0.012938083809551734,0.14111036696825338,0.398730334913694,0.28082813417602126,0.5673101719907687,0.20454064006550723,0.003534385003116518,19.918921265886247,18.397065628062688,0.5396131736788324,23.923760388863677,0.6538703922688339,0.3523330883519151,0.0,0.12218429139908489,0.2489026224538906,0.7813441728214946,0.3662029936575174,1.038556108700609,0.5285439198401826,0.002458095107141073
0.36,2.600822374180059,3.3251908743974052,4.7326492839228536,3.5656757129349628,4.851599351986773,1.0000000000000002,0.0,2.468233501463688,3.305618329016253,2.4527229814416325,3.817328607978021,2.8810774561496415,1.0000000000000002,0.0,-0.012583962634017409,0.13970735614430368,0.3941350817643216,0.27804356692494475,0.559811313612318,0.21219962086015934,0.00376350260851464,19.534162854962094,18.079251239251906,0.5304877450660492,23.542381033454728,0.6435299906040162,0.37609315221881545,0.0,0.11889610162865143,0.2454565766417634,0.7695926475667599,0.3615179879236397,1.0227033754801942,0.5357609594384896,0.0027808121480435224
0.37,2.5609202557671873,3.2713976825416413,4.654966688815912,3.509508660518107,4.772608537551395,1.0000000000000002,0.0,2.4274028278504436,3.2468061470599716,2.409463071688964,3.7591586341009973,2.8343690291853605,1.0000000000000002,0.0,-0.012229841944896026,0.13832435186897304,0.3895921791862605,0.2752857742820706,0.5523788079093677,0.21953489034534618,0.004244673527120525,19.14940557064617,17.76239659082953,0.5213805833844295,23.162250618704274,0.633216938367307,0.3967120291371433,0.0,0.1156079197986966,0.2420283939166301,0.7578817498885937,0.35686873699210336,1.006911572750621,0.5412472593291668,0.0031354608015484865
0.38,2.521018133592268,3.2176044901898146,4.577284090574576,3.453366041173271,4.693644480487058,1.0000000000000002,0.0,2.3865721442282597,3.1879939506231474,2.366203141804245,3.7011146022406365,2.787699829905772,1.0000000000000002,0.0,-0.011875720696128661,0.13695481229836864,0.3850862285235497,0.2725555476806994,0.545015325170194,0.22723526425031515,0.004944299510272361,18.764648210717898,17.446428177707656,0.5122885591774716,22.78343064395498,0.6229325628904184,0.4151710156014327,0.0,0.11231973943821447,0.23862139869597174,0.7462192069455822,0.3522566519568485,0.9911835810315505,0.547008819613938,0.003623000461097247
0.39,2.4811160241800954,3.1638113008455666,4.499601500598312,3.397249063190115,4.614708572539227,1.0000000000000002,0.0,2.34574147351991,3.1291817761173606,2.322943240442376,3.643202576551825,2.741071933863372,1.0000000000000002,0.0,-0.011521600974252973,0.1356087117558473,0.3806427430438486,0.26985373001324464,0.5377237101635579,0.23563008985182077,0.005376857909753573,18.37989090137002,17.13117119308174,0.5032091467159158,22.405987559497614,0.612678307707807,0.43418663504915606,0.0,0.10903155667382666,0.2352355966770605,0.7346068542053036,0.34768319416210963,0.9755224848334297,0.5522955731310033,0.004207484011176048
0.4,2.4412137951479274,3.110017959424932,4.4219186977095575,3.341158857025179,4.535802053198521,1.0000000000000002,0.0,2.3049107056937546,3.070369468264173,2.2796832308459947,3.585428792499755,2.6944873168705925,1.0000000000000002,0.0,-0.011167479255009443,0.13428400373381189,0.3762579775820749,0.2671811709269447,0.530506906955686,0.24186935890755717,0.006197784458826233,17.995132594171817,16.816847963846318,0.4941500186341398,22.029991312840107,0.6024556896036963,0.45101331860198995,0.0,0.105743367495228,0.23186530336737807,0.7230318040438823,0.3431499150323284,0.9599315080479272,0.5574918733636117,0.005145036490959621
0.41,2.4013116671270653,3.056224753342971,4.344236073033942,3.2850971194438134,4.456926898316171,1.0000000000000002,0.0,2.264080006753351,3.011557255545046,2.236423286825731,3.527800289697474,2.6479484813745273,1.0000000000000002,0.0,-0.01081335754955486,0.13298248238271507,0.371933843529977,0.26453877973687895,0.5233680436983381,0.2498534277270938,0.007104303239929693,17.610375152531567,16.50398356594104,0.4851231503864357,21.655518837280376,0.5922663904293345,0.46807867750838345,0.0,0.10245518522396935,0.22851122584291897,0.7114909634851904,0.3386584445173465,0.9444142204642975,0.5626997764948612,0.00600282389837802
0.42,2.361409545901448,3.0024315648202644,4.266553481758347,3.2290651761712423,4.378084636958876,1.0000000000000002,0.0,2.2232493351689926,2.952745080218838,2.1931633840462745,3.4703242159742143,2.6014578435006275,1.0000000000000002,0.0,-0.010459237972092465,0.13170591324638511,0.3676703645183451,0.2619274460166861,0.5163103402750284,0.25581268919653755,0.007583808324813803,17.22561785018701,16.19271519418855,0.47612809193349037,21.282649978953643,0.5821121419949666,0.4831948206569574,0.0,0.09916700310971616,0.22517784083634884,0.6999957782320841,0.3342104547574615,0.928974263249332,0.5678965181673189,0.0069511437783850855
0.43,2.321507313951181,2.9486382235943664,4.1888706712443025,3.173064441845775,4.299276828530546,1.0000000000000002,0.0,2.182418536870308,2.893932716911701,2.149903330345809,3.413008078862808,2.5550178191345574,1.0000000000000002,0.0,-0.010105115367804944,0.13044922276064852,0.3634593443145052,0.259348121883307,0.5093371500846774,0.26111006663132713,0.008094386049951462,16.840859403748674,15.882472798986985,0.4671562607486938,20.91146937767821,0.5719947822496871,0.5001119137590629,0.0,0.0958788112179458,0.22186964468027848,0.6885545333167903,0.32980769590397546,0.9136155148281081,0.5705788151844386,0.007712578603099688
0.44,2.2816051994011497,2.8948450393455216,4.1111880922940625,3.1170969257522234,4.220505871437418,1.0000000000000002,0.0,2.141587865568291,2.8351205418575693,2.106643421847769,3.355860429504511,2.5086315452653274,1.0000000000000002,0.0,-0.009750994655669715,0.12921578794464642,0.35930412835620507,0.25680177860547815,0.5024520313521503,0.2681528071331081,0.009022779614574076,16.45610214996785,15.57327444686384,0.45820777568304744,20.542070619816982,0.5619163597498387,0.517135370487841,6.726104579276013e-05,0.09259063009059278,0.21858404164957096,0.6771619364071243,0.32545202270991436,0.8983422341973731,0.5735249550073656,0.00882275326584429
